"MaterialType" "Materials_Details_EN" "Notes"
"25028" "木材(マキ属)" "material wood plum pine (Podocarpus sp.)​" ""
"37565" "木材（マキ属）" "material wood, plum pine (Podocarpus sp.)​" ""
"13671" "木材(マツ)" "material wood pine (Pinus sp.)" ""
"43461" "木材(マツ属)"  "Needs translation"
"12779" "木材(マツ属orクリ)" "material wood chestnut (Castanea crenata) pine (Pinus sp.)" ""
"7233" "木材(マツ属単維管束亜属)" "material wood pine (Pinus sp.) subgen single vascular" ""
"31337" "木材(マツ属複維官束亜属" "material wood pine (Pinus sp.) subgen compound vascular" ""
"31174" "木材(マツ属複維束亜属)" "material wood pine (Pinus sp.) subgen compound vascular" ""
"4818" "木材(マツ属複維管束亜属)" "material wood pine (Pinus sp.) subgen compound vascular" ""
"37915" "木材（マツ属複維管束亜属）" "material wood, pine (Pinus sp.) subgen compound vascular" ""
"11192" "木材(マツ複維管束亜属)" "material wood pine (Pinus sp.) subgen compound vascular" ""
"37575" "木材（マメ科）" "material wood, Fabaceae legumes (Fabaceae)" ""
"17380" "木材(マユミ)" "material wood Japanese spindle tree (Euonymus sieboldianus)" ""
"10239" "木材(ミズキ)" "material wood dogwood (Cornus controversa)" ""
"20672" "木材(ミズキ属)" "material wood dogwood (Cornus controversa)" ""
"37574" "木材（ムキノキ）" "material wood, muku tree (Aphananthe aspera)" ""
"6924" "木材(ムクノキ)" "material wood oriental elm (Aphananthe aspera)" ""
"37497" "木材（ムクノキ）" "material wood, oriental elm (Aphananthe aspera)" ""
"18389" "木材(ムクロジ)" "material wood soapberry (Sapindaceae)" ""
"39017" "木材（ムクロジ）" "material wood, soapberry (Sapindaceae)" ""
"7322" "木材(ムラサキシキブ属)" "material wood beautyberry (Callicarpa sp.)" ""
"37648" "木材（ムラサキシキブ属）" "material wood, beautyberry (Callicarpa sp.)" ""
"12777" "木材(モクレン属)" "material wood magnolia (Magnolia sp.)" ""
"13805" "木材(モミ)" "material wood fir (Abies sp.)" ""
"7234" "木材(モミ属)" "material wood fir (Abies sp.)" ""
"38252" "木材（モミ属）" "material wood, fir (Abies sp.)" ""
"19795" "木材(ヤナギ)" "material wood willow (Salix sp.)" ""
"5225" "木材(ヤナギ属)" "material wood willow (Salix sp.)" ""
"37596" "木材（ヤナギ属）" "material wood, willow (Salix sp.)" ""
"37302" "木材（ヤナギ属）最外部の年輪" "material wood outermost year ring, willow (Salix sp.)" ""
"27548" "木材(ヤブツバキ)" "material wood wild camellia (Camellia japonica)" ""
"24199" "木材(ヤブニッケイ)" "material wood Japanese cinnamon (Cinnamomum yabunikkei syn. pedunculatum)" ""
"21215" "木材(ヤマグワ、カラスザンショウ)" "material wood Chinese mulberry (Morus australis syn bombycis) ailanthus-like prickly ash (Zanthoxylum ailanthoides)" ""
"37589" "木材（ヤマグワ、年輪12、立株）" "<12 year annual rings, Chinese mulberry (Morus australis syn bombycis) " ""
"37588" "木材（ヤマグワ、年輪16<、立株）" "<16 year annual rings, Chinese mulberry (Morus australis syn bombycis) " ""
"6730" "木材(ヤマグワ)" "material wood Chinese mulberry (Morus australis syn bombycis)" ""
"37566" "木材（ヤマグワ）" "material wood, Chinese mulberry (Morus australis syn bombycis) " ""
"32908" "木材(ユズリハ属)" "material wood yuzuriha (Daphniphyllum sp.)" ""
"30346" "木材(リンボク)" "material wood Rinboku cherry (Prunus spinulosa)" ""
"29142" "木材(丸木舟:センダン)" "material wood log/trunk boat /canoe chinaberry tree (Melia azedarach)" ""
"37941" "木材（乾燥）" "material wood desiccated, wood indet." ""
"38096" "木材（最外年輪）" "material wood outermost year ring, wood indet." ""
"38498" "木材（最外縁部）" "material wood outermost, wood indet." ""
"37321" "木材（加工木・広葉樹樹皮直下内側最外縁、5年材、両端加工）" "inner most edge just below hardwood bark, 5 years old, processed at both ends, hardwoods" ""
"30550" "木材(大:スダジイ)" "material wood Itajii tree (Castanopis sieboldi)" ""
"30551" "木材(小:シキミ)" "material wood Japanese star anise (Illicum religiosum)" ""
"37320" "木材（小枝）" "material wood twig branch, wood indet." ""
"5603" "木材(広葉樹･環孔材)" "material wood ring porous hardwood" ""
"38323" "木材（広葉樹（節））" "material wood, hardwoods" ""
"6659" "木材(広葉樹)" "material wood hardwood" ""
"27718" "木材（広葉樹）" "material wood hardwood" ""
"37695" "木材（広葉樹の当年枝）" "material wood branch, hardwoods" ""
"33668" "木材（広葉樹枝）" "material wood branch hardwood" ""
"7630" "木材(広葉樹環孔材)" "material wood ring porous hardwood" ""
"14123" "木材(散孔材)" "material wood" ""
"37569" "木材（散孔材）" "material wood, wood indet." ""
"43535" "木材(散孔材6-7年輪分)"  "Needs translation"
"37326" "木材（木っ端）" "material wood, wood indet." ""
"29737" "木材(木杭:広葉樹)" "material wood wooden stake wooden stake hardwood" ""
"43043" "木材(杭)"  "Needs translation"
"37305" "木材（杭）" "material wood wooden stake, wood indet." ""
"42147" "木材(枝)"  "Needs translation"
"43033" "木材(柱)"  "Needs translation"
"29734" "木材(柱材:ハイノキ属)" "material wood post/pillar hainoki (Symplocos sp.)" ""
"37163" "木材（根張り株）" "material wood root, wood indet." ""
"43035" "木材(横板;東）"  "Needs translation"
"43034" "木材(横板;西)"  "Needs translation"
"43036" "木材（横板）"  "Needs translation"
"30153" "木材(樹木)" "material wood tree" ""
"17306" "木材(樹皮)" "material wood bark" ""
"38253" "木材（樹皮）" "material bark wood, wood indet." ""
"45049" "木材（流木?）"  "Needs translation"
"37879" "木材（流木）" "material wood driftwood, wood indet." ""
"14114" "木材(環孔材)" "material wood ring porous" ""
"43030" "木材(矢板)"  "Needs translation"
"43037" "木材（矢板）"  "Needs translation"
"29149" "木材(竹)" "material wood bamboo" ""
"37324" "木材（竹皮・カゴ材）" "wood, bamboo (Bambusoideae) bamboo bark, basket" ""
"37323" "木材（自然木・枝最外縁）" "outermost edge of branches, wood indet." ""
"37322" "木材（自然木・樹幹最外縁）" "outermost edge of tree trunk, wood indet." ""
"38714" "木材（自然木）" "natural wood, wood indet." ""
"30212" "木材（臼･クスノキ）" "material wood camphor tree (Cinnamomum camphora)" ""
"30500" "木材(舟)" "material wood boat /canoe" ""
"43042" "木材(芯材)"  "Needs translation"
"16825" "木材(落葉広葉樹)" "material wood Deciduous hardwood" ""
"7242" "木材(針葉樹･スギ?)" "material wood Coniferae Japanese cedar (Cryptomeria japonica)" ""
"16290" "木材(針葉樹)" "material wood Coniferae" ""
"28303" "木材(針葉樹の樹皮)" "material wood bark Coniferae" ""
"7418" "木材と泥炭" "material wood peat" ""
"6912" "木材樹皮(広葉樹)" "material wood bark hardwood" ""
"29498" "木材片" "material wood" ""
"5767" "木材片,炭化材片" "carbonized material wood" ""
"37299" "木材片（アカガシ亜属）" "material wood fragments, ring-cupped oaks (Quercus subgenus Cyclobalanopsis)" ""
"38103" "木材片（コウヤマキ）" "material wood fragments, Japanese umbrella pine (Sciadopitys verticillata)" ""
"38128" "木材片（コナラ亜属コナラ節）" "material wood fragments, Jolcham oak (Quercus serrata)" ""
"38091" "木材片（サカキ）" "material wood fragments, Sakaki (Cleyera japonica)" ""
"38102" "木材片（スギ）" "material wood fragments, Japanese cedar (Cryptomeria japonica)" ""
"38101" "木材片（マツ属複維管束亜属）" "material wood fragments, pine (Pinus sp.) subgen compound vascular" ""
"37301" "木材片（ヤナギ属）" "material wood fragments, willow (Salix sp.)" ""
"37693" "木材片（ヤマグワ）" "material wood fragments, Chinese mulberry (Morus australis syn bombycis) " ""
"42664" "木材片(枝材)"  "Needs translation"
"42578" "木材片(部位不明)"  "Needs translation"
"42506" "木材片(部位不明）"  "Needs translation"
"38981" "木材遺体" "material wood, wood indet." ""
"7303" "木材遺体(モクレン属)" "material wood magnolia (Magnolia sp.)" ""
"37237" "木材遺体（広葉樹）" "material wood, hardwoods" ""
"27776" "木杭" "wooden stake wooden stake" ""
"29703" "木杭(K20011)" "wooden stake wooden stake" ""
"29702" "木杭(K22666)" "wooden stake wooden stake" ""
"30835" "木杭(ハイノキ属)" "wooden stake wooden stake hainoki (Symplocos sp.)" ""
"30834" "木杭(マツ属)" "wooden stake wooden stake pine (Pinus sp.)" ""
"37210" "木杭（針葉樹）最終形成年輪が残っている" "last formed annual rings, Coniferae" ""
"29889" "木杭K20011" "wooden stake wooden stake" ""
"29888" "木杭K22666" "wooden stake wooden stake" ""
"36940" "木杭№2" "wooden stake wooden stake" ""
"36941" "木杭№3" "wooden stake wooden stake" ""
"19141" "木枝片" "branch" ""
"32818" "木柱" "wooden post post/pillar" ""
"36779" "木株" "wood" ""
"4569" "木炭" "charcoal" ""
"34958" "木炭・木片" "charcoal wood frag" ""
"34043" "木炭・炭化物" "charcoal carbonized material" ""
"41387" "木炭(アカメガシワ)"  "Needs translation"
"15627" "木炭(アサダ)" "charcoal East Asian hornbeam (Ostrya japonica)" ""
"15654" "木炭(アスナロ属)" "charcoal hatchet-leaved arbor-vitae (Thujopsis dolabrata)" ""
"5499" "木炭(エノキ属)" "charcoal hackberry (Celtis sp.)" ""
"41876" "木炭(エノキ属ニレ科)"  "Needs translation"
"40832" "木炭(オニグルミ)"  "Needs translation"
"41382" "木炭(カツラ属)"  "Needs translation"
"11980" "木炭(カバノキ属)" "charcoal birch (Betula sp.)" ""
"41388" "木炭(クスノキ科)"  "Needs translation"
"6052" "木炭(クヌギ節)" "charcoal saw-tooth oak (Quercus acutissima)" ""
"40830" "木炭(クマシデ属イヌシデ節)"  "Needs translation"
"41380" "木炭(クマシデ節)"  "Needs translation"
"15661" "木炭(クリ、ハリギリ)" "charcoal chestnut (Castanea crenata) castor aralia (Kalopanax septemlobus)" ""
"5500" "木炭(クリ)" "charcoal chestnut (Castanea crenata)" ""
"12283" "木炭(クリ属)" "charcoal chestnut (Castanea crenata)" ""
"40835" "木炭(ケヤキ)"  "Needs translation"
"17555" "木炭(コナラ亜属クヌギ節)" "charcoal saw-tooth oak (Quercus acutissima) oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)" ""
"17554" "木炭(コナラ亜属コナラ節)" "charcoal Jolcham oak (Quercus serrata)" ""
"35832" "木炭（コナラ亜属コナラ節）" "charcoal Jolcham oak (Quercus serrata)" ""
"6599" "木炭(コナラ属?）" "charcoal oak (Quercus sp.)" ""
"43278" "木炭(コナラ属アカガシ亜属)"  "Needs translation"
"17499" "木炭(コナラ属クヌギ節)" "charcoal oak (Quercus sp.) saw-tooth oak (Quercus acutissima)" ""
"5497" "木炭(コナラ属コナラ亜属クヌギ節)" "charcoal oak (Quercus sp.) saw-tooth oak (Quercus acutissima)" ""
"5971" "木炭(コナラ属コナラ亜属コナラ節)" "charcoal oak (Quercus sp.) Jolcham oak (Quercus serrata)" ""
"40828" "木炭(コナラ属コナラ節)"  "Needs translation"
"7713" "木炭(シキミ)" "charcoal Japanese star anise (Illicum religiosum)" ""
"6053" "木炭(ススキ属･タケ亜科)" "charcoal silvergrass (Miscanthus sp.) bamboo (Bambusoideae)" ""
"41389" "木炭(スダジイ)"  "Needs translation"
"35237" "木炭（トネリコ属）" "charcoal Ash (Fraxinus sp.)" ""
"9178" "木炭(トネリコ属シオジ節)" "charcoal Ash (Fraxinus sp.) Ash (Fraxinus platypoda)" ""
"7052" "木炭(バラ科ナシ亜科)" "charcoal Rosaceae Pear (Pyrus)=Maleae subfamily" ""
"15660" "木炭(ハリギリ)" "charcoal castor aralia (Kalopanax septemlobus)" ""
"15663" "木炭(ヒノキ属)" "charcoal cypress (Chamaecyparis sp.)" ""
"18310" "木炭(ブナ属)" "charcoal beech (Fagus sp.)" ""
"41381" "木炭(マツ属複維管束亜属)"  "Needs translation"
"37708" "木炭（マツ属複維管束亜属）11～15年輪" "outer most annual rings 11-15 years, pine (Pinus sp.) subgen compound vascular" ""
"37709" "木炭（マツ属複維管束亜属）16～20年輪" "outer most annual rings 16-20 years, pine (Pinus sp.) subgen compound vascular" ""
"37710" "木炭（マツ属複維管束亜属）21～25年輪" "outer most annual rings 21-25 years, pine (Pinus sp.) subgen compound vascular" ""
"37711" "木炭（マツ属複維管束亜属）26～30年輪" "outer most annual rings 26-30 yearspine (Pinus sp.) subgen compound vascular " ""
"37712" "木炭（マツ属複維管束亜属）31～35年輪" "outer most annual rings 31-35 years, pine (Pinus sp.) subgen compound vascular" ""
"37707" "木炭（マツ属複維管束亜属）6～10年輪" "outer most annual rings 6-10 years, pine (Pinus sp.) subgen compound vascular" ""
"37706" "木炭（マツ属複維管束亜属）最外～5年輪" "outer most annual rings 1-5 years, pine (Pinus sp.) subgen compound vascular" ""
"12284" "木炭(モクレン属、クリ属)" "charcoal chestnut (Castanea crenata) magnolia (Magnolia sp.)" ""
"17560" "木炭(モクレン属)" "charcoal magnolia (Magnolia sp.)" ""
"39172" "木炭（最外年輪部）" "charcoal outermost year ring, indet. wood" ""
"40164" "木炭(北西主柱)(スダジイ)"  "Needs translation"
