"Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
"Charred Remain","炭化物(イネ属)",0,"carbonized material rice (Oryza sativa)","rice (Oryza sativa)","carbonized material",""
"Charred Remain","炭化物(イネ科)",0,"carbonized material Poaceae","Poaceae","carbonized material",""
"Charred Remain","炭化物（イネ科）",0,"carbonized material Poaceae","Poaceae","carbonized material",""
"Charred Remain","炭化物(イネ科稈)",0,"carbonized culm material Poaceae","Poaceae","carbonized culm material",""
"Charred Remain","炭化物（ウルシ科）",0,"carbonized material poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","carbonized material",""
"Charred Remain","炭化物(オニグルミ)",1,"carbonized material walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","carbonized material",""
"Charred Remain","炭化物(カエデ属)",0,"carbonized material maple (Acer sp.)","maple (Acer sp.)","carbonized material",""
"Charred Remain","炭化物（カエデ属）",0,"carbonized material maple (Acer sp.)","maple (Acer sp.)","carbonized material",""
"Charred Remain","炭化物(カツラ)",0,"carbonized material katsura (Cercidiphyllum japonicum)","katsura (Cercidiphyllum japonicum)","carbonized material",""
"Charred Remain","炭化物(クリ)",1,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化物(クルミ)",1,"carbonized material walnut (Juglans)","walnut (Juglans)","carbonized material",""
"Charred Remain","炭化物(ケヤキ)",0,"carbonized material Japanese zelkova (Zelkowa serrata)","Japanese zelkova (Zelkowa serrata)","carbonized material",""
"Charred Remain","炭化物（コナラ属）",0,"carbonized material oak (Quercus sp.)","oak (Quercus sp.)","carbonized material",""
"Charred Remain","炭化物(コナラ属アカガシ亜属)",0,"carbonized material oak (Quercus sp.) Japanese evergreen oak (Quercus acuta)","oak (Quercus sp.) Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化物(コナラ属クヌギ節)",0,"carbonized material oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","carbonized material",""
"Charred Remain","炭化物(コナラ属コナラ亜属クヌギ節)",0,"carbonized material oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","carbonized material",""
"Charred Remain","炭化物(コナラ属コナラ節)",0,"carbonized material oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","carbonized material",""
"Charred Remain","炭化物（コナラ節）",0,"carbonized material Jolcham oak (Quercus serrata)","Jolcham oak (Quercus serrata)","carbonized material",""
"Charred Remain","炭化物(サクラ属)",0,"carbonized material Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","carbonized material",""
"Charred Remain","炭化物(サクラ属)",0,"carbonized material Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","carbonized material",""
"Charred Remain","炭化物(タケ亜科)",0,"carbonized material bamboo (Bambusoideae)","bamboo (Bambusoideae)","carbonized material",""
"Charred Remain","炭化物(トウヒ属カラマツ)",0,"carbonized material larch (Larix sp.) spruce (Picea sp.)","larch (Larix sp.) spruce (Picea sp.)","carbonized material",""
"Charred Remain","炭化物(トネリコ属)",0,"carbonized material Ash (Fraxinus sp.)","Ash (Fraxinus sp.)","carbonized material",""
"Charred Remain","炭化物(ハンノキ亜属)",0,"carbonized material Japanese alder (Alnus japonica)​","Japanese alder (Alnus japonica)​","carbonized material",""
"Charred Remain","炭化物(ブナ科)",0,"carbonized material Fagaceae","Fagaceae","carbonized material",""
"Charred Remain","炭化物(マツ属)",0,"carbonized material pine (Pinus sp.)","pine (Pinus sp.)","carbonized material",""
"Charred Remain","炭化物(マツ属複維管束亜属)",0,"carbonized material pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","carbonized material",""
"Charred Remain","炭化物(モクレン属)",0,"carbonized material magnolia (Magnolia sp.)","magnolia (Magnolia sp.)","carbonized material",""
"Charred Remain","炭化物(モミ属)",0,"carbonized material fir (Abies sp.)","fir (Abies sp.)","carbonized material",""
"Charred Remain","炭化物(ヤナギ属)",0,"carbonized material willow (Salix sp.)","willow (Salix sp.)","carbonized material",""
"Charred Remain","炭化物(ヤマグワ)",0,"carbonized material Chinese mulberry (Morus australis syn bombycis)","Chinese mulberry (Morus australis syn bombycis)","carbonized material",""
"Charred Remain","炭化物(ワラビ炭化葉柄)",0,"carbonized straw material","","carbonized straw material","check is this straw or bracken"
"Charred Remain","炭化物（冬芽）",0,"carbonized budmaterial","","carbonized budmaterial",""
"Charred Remain","炭化物（材）",0,"carbonized material material","","carbonized material material",""
"Charred Remain","炭化物（材） フローテーション採集資料",0,"carbonized material material flotation sample","","carbonized material material flotation sample","フローテーション採集資料 = material collected by flotation"
"Charred Remain","炭化物(樹木片)",0,"carbonized wood frag material tree","","carbonized wood frag material tree",""
"Charred Remain","炭化物(樹皮)",0,"carbonized bark material","","carbonized bark material",""
"Charred Remain","炭化物（炭化材と種実遺体（ヤマグワ、オニグルミ）が混在）",0,"carbonized material seed/nuts material walnut (Juglans ailanthifolia) Chinese mulberry (Morus australis syn bombycis)","walnut (Juglans ailanthifolia) Chinese mulberry (Morus australis syn bombycis)","carbonized material seed/nuts material",""
"Charred Remain","炭化物（炭化材と種実遺体（広葉樹オニグルミ）が混在）",0,"carbonized material seed/nuts material hardwoodwalnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","carbonized material seed/nuts material hardwood",""
"Charred Remain","炭化物(草本･イネ科稈)",0,"carbonized culm material Poaceae herbaceous plants","Poaceae herbaceous plants","carbonized culm material",""
"Charred Remain","炭化物(草本?)",0,"carbonized material herbaceous plants","herbaceous plants","carbonized material",""
"Charred Remain","炭化物(草本室茎)",0,"carbonized stem material herbaceous plants","herbaceous plants","carbonized stem material",""
"Charred Remain","炭化物(草本類)",0,"carbonized material herbaceous plants","herbaceous plants","carbonized material",""
"Charred Remain","炭化粒",0,"carbonized grain","","carbonized grain",""
"Charred Remain","炭化紐",0,"carbonized twine","","carbonized twine",""
"Charred Remain","炭化繊維",0,"carbonized textile fiber / fiborous","","carbonized textile fiber / fiborous",""
"Charred Remain","炭化草本",0,"carbonized herbaceous plants","herbaceous plants","carbonized",""
"Charred Remain","炭化草本（イネ科）",0,"carbonized Poaceae herbaceous plants","Poaceae herbaceous plants","carbonized",""
"Charred Remain","炭化草本類",1,"carbonized herbaceous plants","herbaceous plants","carbonized",""
"Charred Remain","炭化葉(ウシクサ族)",0,"carbonized Schizachyrium tribe of grasses?","Schizachyrium tribe of grasses?","carbonized",""
"Charred Remain","炭化鱗茎",1,"carbonized bulb stem fruit scale","","carbonized bulb stem fruit scale",""
"Charred Remain","炭片",0,"charred pieces","","charred pieces",""
"Charred Remain","炭片(ヤナギ属)",0,"charred pieces willow (Salix sp.)","willow (Salix sp.)","charred pieces",""
"Charred Remain","焼土内炭化物(不明広葉樹)",0,"unknown carbonized material burnt soil hardwood","","unknown carbonized material burnt soil hardwood",""
"Charred Remain","砂岩板状礫（付着炭化材）（樹種不明・樹皮）",0,"unknown carbonized material bark plank sand residue","","unknown carbonized material bark plank sand residue",""
"Charred Remain","種実,オオムギ,",1,"seed/nuts barley (Hordeum sp.)","barley (Hordeum sp.)","seed/nuts",""
"Charred Remain","種実,オニグルミ,核",1,"seed/nuts walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","seed/nuts",""
"Charred Remain","種実,コメ,",1,"seed/nuts rice (Oryza sativa)","rice (Oryza sativa)","seed/nuts",""
"Charred Remain","草本炭化物",0,"carbonized material herbaceous plants","herbaceous plants","carbonized material",""
"Charred Remain","草本質炭化物",0,"carbonized material herbaceous plants","herbaceous plants","carbonized material",""
"Charred Remain","遺構外採取炭化物 炭化材（クリ）",0,"carbonized material material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material material",""
"Charred Remain","遺構外採取炭化物 炭化材（コナラ節）",0,"carbonized material material Jolcham oak (Quercus serrata)","Jolcham oak (Quercus serrata)","carbonized material material",""
"Charred Remain","銹着炭化材(モクレン属)",0,"carbonized material magnolia (Magnolia sp.)","magnolia (Magnolia sp.)","carbonized material",""
"Charred Remain",NA,0,NA,"","",""
"Charred Seed","アズキ",1,"adzuki bean (Vigna angularis)","adzuki bean (Vigna angularis)","",""
"Charred Seed","アワ炭化胚乳",0,"carbonized foxtail millet (Setaria italica)","foxtail millet (Setaria italica)","carbonized",""
"Charred Seed","イネ",1,"rice (Oryza sativa)","rice (Oryza sativa)","",""
"Charred Seed","イネ炭化種子",0,"carbonized seed rice (Oryza sativa)","rice (Oryza sativa)","carbonized seed",""
"Charred Seed","イネ炭化胚乳",0,"carbonized rice (Oryza sativa)","rice (Oryza sativa)","carbonized",""
"Charred Seed","イネ科B炭化種子",0,"carbonized seed Poaceae","Poaceae","carbonized seed",""
"Charred Seed","オニグルミ炭化核",0,"carbonized walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","carbonized",""
"Charred Seed","オニグルミ炭化核?",0,"carbonized walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","carbonized",""
"Charred Seed","キハダ",1,"amur cork (Phellodendron)","amur cork (Phellodendron)","",""
"Charred Seed","クリ炭化子葉",0,"carbonized cotyledon chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized cotyledon",""
"Charred Seed","クルミ",1,"walnut (Juglans)","walnut (Juglans)","",""
"Charred Seed","クルミ属堅果",0,"nut walnut (Juglans)","walnut (Juglans)","nut",""
"Charred Seed","クルミ殻",1,"shell walnut (Juglans)","walnut (Juglans)","shell",""
"Charred Seed","クルミ種子",1,"seed walnut (Juglans)","walnut (Juglans)","seed",""
"Charred Seed","コナラ属炭化子葉",0,"carbonized cotyledon oak (Quercus sp.)","oak (Quercus sp.)","carbonized cotyledon",""
"Charred Seed","トチノキ炭化種子",0,"carbonized seed horse chestnut (Aesculus turbinata) Aesculus??","horse chestnut (Aesculus turbinata) Aesculus??","carbonized seed",""
"Charred Seed","ドングリ",1,"oak (Quercus)","oak (Quercus)","",""
"Charred Seed","ドングリ炭化種子",0,"carbonized seed oak (Quercus)","oak (Quercus)","carbonized seed",""
"Charred Seed","ヒエ",1,"barnyard millet (Echinochloa)","barnyard millet (Echinochloa)","",""
"Charred Seed","ブドウ科種子",0,"seed grapes (Vitaceae)","grapes (Vitaceae)","seed",""
"Charred Seed","ヤマブドウ種子",0,"seed Yama grape (Vitis coignetiae)","Yama grape (Vitis coignetiae)","seed",""
"Charred Seed","不明炭化子葉",0,"unknown carbonized cotyledon","","unknown carbonized cotyledon",""
"Charred Seed","不明種子",1,"unknown seed","","unknown seed",""
"Charred Seed","土器付着炭化物(アサ種実)",0,"carbonized seed/nuts from pottery material residue hemp (Cannabis sativa)","hemp (Cannabis sativa)","carbonized seed/nuts from pottery material residue",""
