"MaterialTypeUniqueID","Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
2854,"Soil","砂混じりシルト",NA,FALSE
2855,"Soil","砂混じり泥",NA,FALSE
2856,"Soil","砂混じり粘土",NA,FALSE
2857,"Soil","砂質シルト",NA,FALSE
2858,"Soil","砂質土",NA,FALSE
2860,"Soil","砂質粘土",NA,FALSE
2864,"Soil","礫混じり砂質シルト",NA,FALSE
3071,"Soil","粘土",NA,FALSE
3072,"Soil","粘土質シルト",NA,FALSE
3074,"Soil","細砂混じりシルト",NA,FALSE
3076,"Soil","続縄文時代の焼土",NA,FALSE
3077,"Soil","続縄文時代の焼土フローテーションサンプル",NA,FALSE
3095,"Soil","腐植",NA,TRUE
3097,"Soil","腐植土",NA,TRUE
3098,"Soil","腐植土壌",NA,TRUE
3099,"Soil","腐植層",NA,TRUE
3102,"Soil","腐植物",NA,TRUE
3104,"Soil","腐植質シルト",NA,FALSE
3105,"Soil","腐植質シルト質粘土",NA,FALSE
3106,"Soil","腐植質土",NA,FALSE
3107,"Soil","腐植質土壌",NA,FALSE
3108,"Soil","腐植質堆積物",NA,FALSE
3109,"Soil","腐植質泥",NA,TRUE
3110,"Soil","腐植質砂",NA,FALSE
3111,"Soil","腐植質砂層",NA,FALSE
3112,"Soil","腐植質砂質シルト",NA,FALSE
3113,"Soil","腐植質粘土",NA,FALSE
3116,"Soil","腐食した黒色土",NA,FALSE
3117,"Soil","腐食土",NA,FALSE
3118,"Soil","腐食土壌",NA,FALSE
3119,"Soil","腐食質土壌",NA,FALSE
3120,"Soil","腐食質砂層",NA,FALSE
3153,"Soil","褐灰色粘土",NA,FALSE
3291,"Soil","鉄鍋付着土壌",NA,FALSE
3418,"Soil","黒シルト質粘土",NA,FALSE
3419,"Soil","黒ボク土",NA,FALSE
3420,"Soil","黒ボク様土壌",NA,FALSE
3421,"Soil","黒泥",NA,FALSE
3423,"Soil","黒泥状粘土",NA,FALSE
3424,"Soil","黒灰色腐植質シルト",NA,FALSE
3425,"Soil","黒色シルト",NA,FALSE
3426,"Soil","黒色シルト質粘土",NA,FALSE
3427,"Soil","黒色シルト質粘土（有機物多い）",NA,FALSE
3428,"Soil","黒色土",NA,FALSE
3429,"Soil","黒色土（有機物含む）",NA,FALSE
3430,"Soil","黒色土(泥質)",NA,FALSE
3431,"Soil","黒色土壌",NA,FALSE
3432,"Soil","黒色帯土壌",NA,FALSE
3433,"Soil","黒色有機質粘土",NA,FALSE
3436,"Soil","黒色砂混じりシルト",NA,FALSE
3437,"Soil","黒色粘土",NA,FALSE
3438,"Soil","黒色粘土(7a層)",NA,FALSE
3439,"Soil","黒色粘土質シルト",NA,FALSE
3440,"Soil","黒褐色シルト",NA,FALSE
3441,"Soil","黒褐色の土壌",NA,FALSE
3442,"Soil","黒褐色土壌",NA,FALSE
3444,"Soil","黒褐色有機質シルト",NA,FALSE
102,"Terrestrial mollusc","カワシンジュガイ",NA,FALSE
103,"Terrestrial mollusc","カワシンジュガイ腹縁",NA,FALSE
3163,"Terrestrial mollusc","貝,カラスガイ,",NA,FALSE
3164,"Terrestrial mollusc","貝,カワニナ,",NA,FALSE
3170,"Terrestrial mollusc","貝,セタシジミ,",NA,FALSE
3171,"Terrestrial mollusc","貝,セタシジミ,中身",NA,FALSE
3172,"Terrestrial mollusc","貝,セタシジミ,貝殻",NA,FALSE
3174,"Terrestrial mollusc","貝,ナガタニシ,",NA,FALSE
3180,"Terrestrial mollusc","貝,マシジミ,",NA,FALSE
3181,"Terrestrial mollusc","貝,ヤマトカワニナ,",NA,FALSE
3183,"Terrestrial mollusc","貝,陸産貝類,",NA,FALSE
3254,"Terrestrial mollusc","貝殻（カワシンジュガイ）",NA,FALSE
3294,"Terrestrial mollusc","陸生貝(マイマイ)",NA,FALSE
3295,"Terrestrial mollusc","陸貝",NA,FALSE
3,"Wood","AM2250(編物)",NA,FALSE
9,"Wood","plant fragment",NA,FALSE
10,"Wood","plant material",NA,FALSE
21,"Wood","アスナロ",NA,FALSE
35,"Wood","イヌエンジュ",NA,FALSE
36,"Wood","イヌガヤ",NA,FALSE
47,"Wood","イネ科稈",NA,FALSE
68,"Wood","エノキ",NA,FALSE
84,"Wood","カエデ属",NA,FALSE
97,"Wood","カゴ状炭化物",NA,FALSE
98,"Wood","カシ類",NA,FALSE
110,"Wood","キセル・羅宇",NA,FALSE
111,"Wood","キハダ",NA,TRUE
115,"Wood","クヌギ",NA,TRUE
121,"Wood","クリ",NA,FALSE
122,"Wood","クリ?",NA,FALSE
126,"Wood","クリ材",NA,FALSE
133,"Wood","クリ近似種",NA,FALSE
143,"Wood","ケヤキ",NA,FALSE
144,"Wood","ケヤキ根",NA,FALSE
145,"Wood","コナラ属",NA,FALSE
149,"Wood","コナラ属樹皮",NA,FALSE
154,"Wood","サクラ類",NA,FALSE
169,"Wood","スギ",NA,FALSE
170,"Wood","スサ材",NA,FALSE
173,"Wood","スダジイ",NA,FALSE
175,"Wood","その他,アシ,",NA,FALSE
176,"Wood","その他,ウツギ,",NA,FALSE
179,"Wood","その他,松葉,",NA,FALSE
180,"Wood","その他,植物繊維,",NA,FALSE
181,"Wood","その他,植物遺体,",NA,FALSE
184,"Wood","その他,竹皮,",NA,FALSE
185,"Wood","その他,繊維,",NA,FALSE
188,"Wood","ソバの茎",NA,FALSE
189,"Wood","タケ",NA,FALSE
190,"Wood","タケ亜科稈",NA,FALSE
191,"Wood","タケ類",NA,FALSE
197,"Wood","トチノキ",NA,FALSE
211,"Wood","トネリコ類",NA,FALSE
215,"Wood","ドングリ木片(Ⅺ層)",NA,FALSE
222,"Wood","ナラ",NA,FALSE
224,"Wood","ナラ類",NA,FALSE
232,"Wood","ヌルデ",NA,FALSE
249,"Wood","ハンノキ属",NA,FALSE
250,"Wood","ハンノキ属幹",NA,FALSE
257,"Wood","ハンノキ類",NA,FALSE
293,"Wood","マツ類",NA,FALSE
298,"Wood","ムクロジ",NA,FALSE
303,"Wood","ヤナギ属",NA,FALSE
304,"Wood","ヤナギ属幹",NA,FALSE
305,"Wood","ヤナギ類",NA,FALSE
307,"Wood","ヤマグワ",NA,FALSE
318,"Wood","不明植物遺体(数点)",NA,FALSE
321,"Wood","両端加工材(ヌルデ)",NA,FALSE
322,"Wood","両端加工材(ムラサキシキブ属)",NA,FALSE
323,"Wood","丸太杭",NA,FALSE
324,"Wood","丸木材",NA,FALSE
325,"Wood","丸木杭(エゴノキ属)",NA,FALSE
326,"Wood","丸木杭(クリ)",NA,FALSE
327,"Wood","丸木杭(クロモジ属)",NA,FALSE
328,"Wood","丸木杭(チドリノキ)",NA,FALSE
329,"Wood","丸木杭(ヌルデ)",NA,FALSE
330,"Wood","丸木杭(モモ)",NA,FALSE
331,"Wood","丸木杭(ヤナギ属)",NA,FALSE
332,"Wood","丸木舟1号(ヒノキ属)",NA,FALSE
333,"Wood","丸木舟2号(ヒノキ属)",NA,FALSE
334,"Wood","乾燥木材",NA,FALSE
374,"Wood","倒木(ヤマグワ)",NA,FALSE
376,"Wood","先端加工材(イヌガヤ)",NA,FALSE
377,"Wood","先端加工材(ウメ)",NA,FALSE
379,"Wood","出土木（枝）",NA,FALSE
380,"Wood","出土木（葉）",NA,FALSE
381,"Wood","出土木製品（軸）",NA,FALSE
384,"Wood","割り木",NA,FALSE
385,"Wood","割枕",NA,FALSE
386,"Wood","加工材(クヌギ節)",NA,FALSE
387,"Wood","加工材(モモ)",NA,FALSE
408,"Wood","土器付着木質",NA,FALSE
719,"Wood","土壌",NA,TRUE
762,"Wood","埋もれ木",NA,FALSE
806,"Wood","小枝",NA,FALSE
807,"Wood","小枝材",NA,FALSE
817,"Wood","常緑広葉樹 葉片および木材化石",NA,FALSE
818,"Wood","建築部材",NA,FALSE
822,"Wood","微細植物片",NA,FALSE
823,"Wood","掘り棒",NA,FALSE
855,"Wood","木",NA,FALSE
856,"Wood","木(カエデ属)",NA,FALSE
857,"Wood","木(クリ)",NA,FALSE
858,"Wood","木(ケヤキ)",NA,FALSE
859,"Wood","木(コナラ属コナラ亜属クヌギ節)",NA,FALSE
860,"Wood","木(トウヒ属)",NA,FALSE
861,"Wood","木(トネリコ属)",NA,FALSE
862,"Wood","木(ムクノキ)",NA,FALSE
863,"Wood","木（倒木）",NA,FALSE
864,"Wood","木(広葉樹)",NA,FALSE
865,"Wood","木（杭）",NA,FALSE
866,"Wood","木（柵の縦木）",NA,FALSE
867,"Wood","木（細杭）",NA,FALSE
874,"Wood","木本遺体屑",NA,FALSE
875,"Wood","木材",NA,TRUE
876,"Wood","木材 ウルシ",NA,FALSE
877,"Wood","木材,",NA,FALSE
878,"Wood","木材，J-Cal",NA,FALSE
879,"Wood","木材，ウイグルマッチング，",NA,FALSE
880,"Wood","木材，ウイグルマッチング，-20",NA,FALSE
881,"Wood","木材，ウイグルマッチング，-30",NA,FALSE
882,"Wood","木材，ウイグルマッチング，-90",NA,FALSE
883,"Wood","木材，ウイグルマッチング，0",NA,FALSE
884,"Wood","木材，ウイグルマッチング，1",NA,FALSE
885,"Wood","木材，ウイグルマッチング，1-5",NA,FALSE
886,"Wood","木材，ウイグルマッチング，1〜5",NA,FALSE
887,"Wood","木材，ウイグルマッチング，10",NA,FALSE
888,"Wood","木材，ウイグルマッチング，11-15",NA,FALSE
889,"Wood","木材，ウイグルマッチング，1年輪目",NA,FALSE
890,"Wood","木材，ウイグルマッチング，20",NA,FALSE
891,"Wood","木材，ウイグルマッチング，21-25",NA,FALSE
892,"Wood","木材，ウイグルマッチング，30",NA,FALSE
893,"Wood","木材，ウイグルマッチング，31",NA,FALSE
894,"Wood","木材，ウイグルマッチング，31〜35",NA,FALSE
895,"Wood","木材，ウイグルマッチング，36〜39",NA,FALSE
896,"Wood","木材，ウイグルマッチング，40",NA,FALSE
897,"Wood","木材，ウイグルマッチング，41",NA,FALSE
898,"Wood","木材，ウイグルマッチング，45",NA,FALSE
899,"Wood","木材，ウイグルマッチング，50",NA,FALSE
900,"Wood","木材，ウイグルマッチング，61",NA,FALSE
901,"Wood","木材，ウイグルマッチング，70",NA,FALSE
902,"Wood","木材，ウイグルマッチング，クスノキ,",NA,FALSE
903,"Wood","木材，ウイグルマッチング，クスノキ,内から105層",NA,FALSE
904,"Wood","木材，ウイグルマッチング，クスノキ,内から25層",NA,FALSE
905,"Wood","木材，ウイグルマッチング，クスノキ,内から45層",NA,FALSE
906,"Wood","木材，ウイグルマッチング，クスノキ,内から5層",NA,FALSE
907,"Wood","木材，ウイグルマッチング，クスノキ,内から65層",NA,FALSE
908,"Wood","木材，ウイグルマッチング，クスノキ,内から85層",NA,FALSE
909,"Wood","木材，ウイグルマッチング，ムクロジ,外から11年目",NA,FALSE
910,"Wood","木材，ウイグルマッチング，ムクロジ,外から1年目",NA,FALSE
911,"Wood","木材，ウイグルマッチング，ムクロジ,外から21年目",NA,FALSE
912,"Wood","木材，ウイグルマッチング，ムクロジ,外から31年目",NA,FALSE
913,"Wood","木材，ウイグルマッチング，ムクロジ,外から41年目",NA,FALSE
914,"Wood","木材，ウイグルマッチング，ムクロジ,外から51年目",NA,FALSE
915,"Wood","木材，ウイグルマッチング，モミ属,最外11年目",NA,FALSE
916,"Wood","木材，ウイグルマッチング，モミ属,最外1年目",NA,FALSE
917,"Wood","木材，ウイグルマッチング，モミ属,最外21年目",NA,FALSE
918,"Wood","木材，ウイグルマッチング，中心から16年輪",NA,FALSE
919,"Wood","木材，ウイグルマッチング，中心から26年輪",NA,FALSE
920,"Wood","木材，ウイグルマッチング，中心から36年輪",NA,FALSE
921,"Wood","木材，ウイグルマッチング，中心から46年輪",NA,FALSE
922,"Wood","木材，ウイグルマッチング，中心から6年輪",NA,FALSE
923,"Wood","木材，ウイグルマッチング，中間30層目",NA,FALSE
924,"Wood","木材，ウイグルマッチング，最も内側",NA,FALSE
925,"Wood","木材，ウイグルマッチング，最内60層目",NA,FALSE
926,"Wood","木材，ウイグルマッチング，最内から100層目",NA,FALSE
927,"Wood","木材，ウイグルマッチング，最内から10層目",NA,FALSE
928,"Wood","木材，ウイグルマッチング，最内から110層目",NA,FALSE
929,"Wood","木材，ウイグルマッチング，最内から20層目",NA,FALSE
930,"Wood","木材，ウイグルマッチング，最内から30層目",NA,FALSE
931,"Wood","木材，ウイグルマッチング，最内から40層目",NA,FALSE
932,"Wood","木材，ウイグルマッチング，最内から50層目",NA,FALSE
933,"Wood","木材，ウイグルマッチング，最内から60層目",NA,FALSE
934,"Wood","木材，ウイグルマッチング，最内から70層目",NA,FALSE
935,"Wood","木材，ウイグルマッチング，最内から80層目",NA,FALSE
936,"Wood","木材，ウイグルマッチング，最内から90層目",NA,FALSE
937,"Wood","木材，ウイグルマッチング，最外1層目",NA,FALSE
938,"Wood","木材，ウイグルマッチング，最外から1-5",NA,FALSE
939,"Wood","木材，ウイグルマッチング，最外から11-15",NA,FALSE
940,"Wood","木材，ウイグルマッチング，最外から11年輪",NA,FALSE
941,"Wood","木材，ウイグルマッチング，最外から21-25",NA,FALSE
942,"Wood","木材，ウイグルマッチング，最外から21年輪",NA,FALSE
943,"Wood","木材，ウイグルマッチング，最外から26-29",NA,FALSE
944,"Wood","木材，ウイグルマッチング，最外から26-30",NA,FALSE
945,"Wood","木材，ウイグルマッチング，最外から31-35",NA,FALSE
946,"Wood","木材，ウイグルマッチング，最外から31年輪",NA,FALSE
947,"Wood","木材，ウイグルマッチング，最外から41年輪",NA,FALSE
948,"Wood","木材，ウイグルマッチング，最外から49年輪",NA,FALSE
949,"Wood","木材，ウイグルマッチング，最外から5年輪",NA,FALSE
950,"Wood","木材，ウイグルマッチング，外から1-5年輪",NA,FALSE
951,"Wood","木材，ウイグルマッチング，外から101輪",NA,FALSE
952,"Wood","木材，ウイグルマッチング，外から11-15年輪",NA,FALSE
953,"Wood","木材，ウイグルマッチング，外から11-20年輪",NA,FALSE
954,"Wood","木材，ウイグルマッチング，外から111-115年輪",NA,FALSE
955,"Wood","木材，ウイグルマッチング，外から11年輪",NA,FALSE
956,"Wood","木材，ウイグルマッチング，外から11年輪目",NA,FALSE
957,"Wood","木材，ウイグルマッチング，外から121-130年輪",NA,FALSE
958,"Wood","木材，ウイグルマッチング，外から131-135年輪",NA,FALSE
959,"Wood","木材，ウイグルマッチング，外から131年輪目",NA,FALSE
960,"Wood","木材，ウイグルマッチング，外から151-160年輪",NA,FALSE
961,"Wood","木材，ウイグルマッチング，外から16-20年輪",NA,FALSE
962,"Wood","木材，ウイグルマッチング，外から191-200年輪",NA,FALSE
963,"Wood","木材，ウイグルマッチング，外から1年輪",NA,FALSE
964,"Wood","木材，ウイグルマッチング，外から1年輪目",NA,FALSE
965,"Wood","木材，ウイグルマッチング，外から21-25年輪",NA,FALSE
966,"Wood","木材，ウイグルマッチング，外から21年輪",NA,FALSE
967,"Wood","木材，ウイグルマッチング，外から21年輪目",NA,FALSE
968,"Wood","木材，ウイグルマッチング，外から231-240年輪",NA,FALSE
969,"Wood","木材，ウイグルマッチング，外から26-30年輪",NA,FALSE
970,"Wood","木材，ウイグルマッチング，外から31-35年輪",NA,FALSE
971,"Wood","木材，ウイグルマッチング，外から31年輪",NA,FALSE
972,"Wood","木材，ウイグルマッチング，外から31年輪目",NA,FALSE
973,"Wood","木材，ウイグルマッチング，外から36-40年輪",NA,FALSE
974,"Wood","木材，ウイグルマッチング，外から41-45年輪",NA,FALSE
975,"Wood","木材，ウイグルマッチング，外から41年輪",NA,FALSE
976,"Wood","木材，ウイグルマッチング，外から41年輪目",NA,FALSE
977,"Wood","木材，ウイグルマッチング，外から51-55年輪",NA,FALSE
978,"Wood","木材，ウイグルマッチング，外から51-60年輪",NA,FALSE
979,"Wood","木材，ウイグルマッチング，外から51年輪",NA,FALSE
980,"Wood","木材，ウイグルマッチング，外から51年輪目",NA,FALSE
981,"Wood","木材，ウイグルマッチング，外から6-10年輪",NA,FALSE
982,"Wood","木材，ウイグルマッチング，外から61年輪",NA,FALSE
983,"Wood","木材，ウイグルマッチング，外から61年輪目",NA,FALSE
984,"Wood","木材，ウイグルマッチング，外から71-75年輪",NA,FALSE
985,"Wood","木材，ウイグルマッチング，外から71年輪",NA,FALSE
986,"Wood","木材，ウイグルマッチング，外から81年輪",NA,FALSE
987,"Wood","木材，ウイグルマッチング，外から91-100年輪",NA,FALSE
988,"Wood","木材，ウイグルマッチング，外から91-95年輪",NA,FALSE
989,"Wood","木材，ウイグルマッチング，外から91年輪",NA,FALSE
990,"Wood","木材，ウイグルマッチング，外から91年輪目",NA,FALSE
991,"Wood","木材，ウイグルマッチング，柱材,外から1-5層",NA,FALSE
992,"Wood","木材，ウイグルマッチング，柱材,外から106-110層",NA,FALSE
993,"Wood","木材，ウイグルマッチング，柱材,外から121-125層",NA,FALSE
994,"Wood","木材，ウイグルマッチング，柱材,外から16-20層",NA,FALSE
995,"Wood","木材，ウイグルマッチング，柱材,外から31-35層",NA,FALSE
996,"Wood","木材，ウイグルマッチング，柱材,外から46-50層",NA,FALSE
997,"Wood","木材，ウイグルマッチング，柱材,外から61-65層",NA,FALSE
998,"Wood","木材，ウイグルマッチング，柱材,外から76-80層",NA,FALSE
999,"Wood","木材，ウイグルマッチング，柱材,外から91-95層",NA,FALSE
1000,"Wood","木材,ウルシ,",NA,FALSE
1001,"Wood","木材,クスノキ,",NA,FALSE
1002,"Wood","木材,クヌギ節,",NA,FALSE
1003,"Wood","木材,クリ,",NA,FALSE
1004,"Wood","木材,クリ？,",NA,FALSE
1005,"Wood","木材,コナラ属コナラ亜属コナラ節,",NA,FALSE
1006,"Wood","木材,コナラ節,",NA,FALSE
1007,"Wood","木材,ゴヨウマツ,樹皮直下内側最外縁",NA,FALSE
1008,"Wood","木材,サクラ属,",NA,FALSE
1009,"Wood","木材,スギ,",NA,FALSE
1010,"Wood","木材,スギ,中心から180年輪目",NA,FALSE
1011,"Wood","木材,スギ,中心から202年輪目",NA,FALSE
1012,"Wood","木材,スギ,中心から230年輪目",NA,FALSE
1013,"Wood","木材,スギ,外から140年輪目",NA,FALSE
1014,"Wood","木材,スギ,外から190年輪目",NA,FALSE
1015,"Wood","木材,タケ,胴外",NA,FALSE
1016,"Wood","木材,ニレ属,",NA,FALSE
1017,"Wood","木材,ヒノキ,",NA,FALSE
1018,"Wood","木材,ムクノキ,外から1年目",NA,FALSE
1019,"Wood","木材,ヤマグワ,",NA,FALSE
1020,"Wood","木材,不明",NA,FALSE
1021,"Wood","木材,不明,不明",NA,FALSE
1022,"Wood","木材,内側",NA,FALSE
1023,"Wood","木材,内周",NA,FALSE
1024,"Wood","木材,最外",NA,FALSE
1025,"Wood","木材,最外縁",NA,FALSE
1026,"Wood","木材,外から2年輪",NA,FALSE
1027,"Wood","木材,外側",NA,FALSE
1028,"Wood","木材,外周",NA,FALSE
1029,"Wood","木材,外皮付き最外",NA,FALSE
1030,"Wood","木材,広葉樹,樹皮直下内側最外縁",NA,FALSE
1031,"Wood","木材,木胎",NA,FALSE
1032,"Wood","木材,木胎部",NA,FALSE
1033,"Wood","木材,木製品柄",NA,FALSE
1034,"Wood","木材,板材最外縁",NA,FALSE
1035,"Wood","木材,表面5年輪",NA,FALSE
1036,"Wood","木材,裏面",NA,FALSE
1037,"Wood","木材,針葉樹（スギ）,不明",NA,FALSE
1038,"Wood","木材(アオキ)",NA,FALSE
1039,"Wood","木材(アカガシ亜属)",NA,FALSE
1040,"Wood","木材(アカマツ)",NA,FALSE
1041,"Wood","木材(アカメガシワ)",NA,FALSE
1042,"Wood","木材(アサダ)",NA,FALSE
1043,"Wood","木材(アスナロ)",NA,FALSE
1044,"Wood","木材(アワブキ属)",NA,FALSE
1045,"Wood","木材(イイギリ属)",NA,FALSE
1046,"Wood","木材(イスノキ)",NA,FALSE
1047,"Wood","木材(イスノキ）",NA,FALSE
1048,"Wood","木材（イスノキ）",NA,FALSE
1049,"Wood","木材(イチイガシ)",NA,FALSE
1050,"Wood","木材(イヌエンジュ)",NA,FALSE
1051,"Wood","木材（イヌエンジュ）",NA,FALSE
1052,"Wood","木材(イヌガヤ)",NA,FALSE
1053,"Wood","木材(イヌシデ節)",NA,FALSE
1054,"Wood","木材(イヌビワ属)",NA,FALSE
1055,"Wood","木材(イネ科)",NA,FALSE
1056,"Wood","木材(ウツギ属)",NA,FALSE
1057,"Wood","木材(ウメ)",NA,FALSE
1058,"Wood","木材(ウメorモモ)",NA,FALSE
1059,"Wood","木材(ウルシ)",NA,FALSE
1060,"Wood","木材(エゴノキ属)",NA,FALSE
1061,"Wood","木材(エゴノキ科エゴノキ属)",NA,FALSE
1062,"Wood","木材(エノキ属)",NA,FALSE
1063,"Wood","木材(オニグルミ)",NA,FALSE
1064,"Wood","木材(カエデ属)",NA,FALSE
1065,"Wood","木材(カキノキ属)",NA,FALSE
1066,"Wood","木材(カシ類)",NA,FALSE
1067,"Wood","木材(カツラ)",NA,FALSE
1068,"Wood","木材(カツラ属)",NA,FALSE
1069,"Wood","木材(カバノキ属)",NA,FALSE
1070,"Wood","木材(ガマズミ属)",NA,FALSE
1071,"Wood","木材(カマツカ)",NA,FALSE
1072,"Wood","木材(カヤ)",NA,FALSE
1073,"Wood","木材(カラスザンショウ)",NA,FALSE
1074,"Wood","木材(カラマツ属)",NA,FALSE
1075,"Wood","木材(キハダ)",NA,FALSE
1076,"Wood","木材(キハダ属)",NA,FALSE
1077,"Wood","木材(クスノキ)",NA,TRUE
1078,"Wood","木材(クスノキ科)",NA,FALSE
1079,"Wood","木材(クヌギ節)",NA,FALSE
1080,"Wood","木材(クマシデ属)",NA,FALSE
1081,"Wood","木材(クマシデ属イヌシデ節)",NA,FALSE
1082,"Wood","木材(クマノミズキ類)",NA,FALSE
1083,"Wood","木材(クマヤナギ属)",NA,FALSE
1084,"Wood","木材(クリ)",NA,FALSE
1085,"Wood","木材(クリ）",NA,FALSE
1086,"Wood","木材（クリ）",NA,FALSE
1087,"Wood","木材(クリ近似種)",NA,FALSE
1088,"Wood","木材(クルミ属)",NA,FALSE
1089,"Wood","木材(クロマツ)",NA,FALSE
1090,"Wood","木材(クワ属)",NA,FALSE
1091,"Wood","木材(クワ科クワ属)",NA,FALSE
1092,"Wood","木材(ケヤキ)",NA,FALSE
1093,"Wood","木材(ケンポナシ)",NA,FALSE
1094,"Wood","木材(ケンポナシ属)",NA,FALSE
1095,"Wood","木材(コウヤマキ)",NA,FALSE
1096,"Wood","木材(コナラ)",NA,FALSE
1097,"Wood","木材(コナラ亜属)",NA,FALSE
1098,"Wood","木材(コナラ亜属クヌギ節)",NA,FALSE
1099,"Wood","木材(コナラ属)",NA,FALSE
1100,"Wood","木材(コナラ属アカガシ亜属)",NA,TRUE
1101,"Wood","木材(コナラ属クヌギ節)",NA,FALSE
1102,"Wood","木材(コナラ属コナラ亜属)",NA,FALSE
1103,"Wood","木材(コナラ属コナラ亜属クヌギ)",NA,FALSE
1104,"Wood","木材(コナラ属コナラ亜属クヌギ節)",NA,FALSE
1105,"Wood","木材(コナラ属コナラ亜属コナラ節)",NA,FALSE
1106,"Wood","木材(コナラ属コナラ節)",NA,FALSE
1107,"Wood","木材(コナラ節)",NA,FALSE
1108,"Wood","木材(ゴヨウマツ)",NA,FALSE
1109,"Wood","木材(サイカチ近似種)",NA,FALSE
1110,"Wood","木材(サカキ)",NA,FALSE
1111,"Wood","木材(サクラ属､17年輪目)",NA,FALSE
1112,"Wood","木材(サクラ属､1年輪目)",NA,FALSE
1113,"Wood","木材(サクラ属)",NA,FALSE
1114,"Wood","木材(サワグルミ)",NA,FALSE
1115,"Wood","木材(サワラ)",NA,FALSE
1116,"Wood","木材(シイ属)",NA,FALSE
1117,"Wood","木材（シイ属）",NA,FALSE
1118,"Wood","木材(シキミ)",NA,FALSE
1119,"Wood","木材(シャシャンボ)",NA,FALSE
1120,"Wood","木材(スギ)",NA,FALSE
1121,"Wood","木材(スダジイ)",NA,TRUE
1122,"Wood","木材(センダン)",NA,FALSE
1123,"Wood","木材(タイミンタチバナ)",NA,FALSE
1124,"Wood","木材(タケ亜科)",NA,FALSE
1125,"Wood","木材(タブノキ)",NA,FALSE
1126,"Wood","木材（タブノキ）",NA,FALSE
1127,"Wood","木材(タブノキ属)",NA,FALSE
1128,"Wood","木材(ツガ)",NA,FALSE
1129,"Wood","木材(ツバキ属)",NA,FALSE
1130,"Wood","木材(ツブラジイ)",NA,FALSE
1131,"Wood","木材（ツブラジイ）",NA,FALSE
1132,"Wood","木材(ツワラ)",NA,FALSE
1133,"Wood","木材(トウヒ属)",NA,FALSE
1134,"Wood","木材(トチノキ)",NA,FALSE
1135,"Wood","木材(トチノキとアカガシ亜属)",NA,FALSE
1136,"Wood","木材(トネリコ属)",NA,FALSE
1137,"Wood","木材（トネリコ属）",NA,FALSE
1138,"Wood","木材(トネリコ属シオジ節)",NA,FALSE
1139,"Wood","木材(トネリコ属の一種)",NA,FALSE
1140,"Wood","木材(トネリコ属近似種)",NA,FALSE
1141,"Wood","木材(ナナカマド属)",NA,FALSE
1142,"Wood","木材(ナラ類)",NA,FALSE
1143,"Wood","木材(ニガキ)",NA,FALSE
1144,"Wood","木材(ニレ属)",NA,FALSE
1145,"Wood","木材(ヌルデ)",NA,FALSE
1146,"Wood","木材(ネジキ)",NA,FALSE
1147,"Wood","木材(ネズコ)",NA,FALSE
1148,"Wood","木材(ノグルミ)",NA,FALSE
1149,"Wood","木材(ハイノキ属ハイノキ節)",NA,FALSE
1150,"Wood","木材(ハイノキ節)",NA,FALSE
1151,"Wood","木材(バラ属)",NA,FALSE
1152,"Wood","木材(バラ属）",NA,FALSE
1153,"Wood","木材(バラ科ナシ亜科)",NA,FALSE
1154,"Wood","木材(ハリギリ)",NA,FALSE
1155,"Wood","木材(ハンノキ)",NA,FALSE
1156,"Wood","木材(ハンノキ亜属)",NA,FALSE
1157,"Wood","木材(ハンノキ属)",NA,FALSE
1158,"Wood","木材(ハンノキ属の一種)",NA,FALSE
1159,"Wood","木材(ハンノキ属ハンノキ亜属?)",NA,FALSE
1160,"Wood","木材(ハンノキ属ハンノキ亜属)",NA,FALSE
1161,"Wood","木材(ハンノキ属ヤシャブシ亜属)",NA,FALSE
1162,"Wood","木材(ハンノキ節)",NA,FALSE
1163,"Wood","木材(ヒサカキ)",NA,FALSE
1164,"Wood","木材(ヒサカキ）",NA,FALSE
1165,"Wood","木材(ヒトツバタゴ)",NA,FALSE
1166,"Wood","木材(ヒノキ)",NA,FALSE
1167,"Wood","木材(ヒノキ属)",NA,FALSE
1168,"Wood","木材(ヒノキ属の一種)",NA,FALSE
1169,"Wood","木材(ヒノキ科)",NA,FALSE
1170,"Wood","木材(ブナ)",NA,FALSE
1171,"Wood","木材(ブナ属)",NA,FALSE
1172,"Wood","木材(ホルトノキ属)",NA,FALSE
1173,"Wood","木材(マキ属)",NA,FALSE
1174,"Wood","木材(マツ)",NA,FALSE
1175,"Wood","木材(マツ属orクリ)",NA,FALSE
1176,"Wood","木材(マツ属単維管束亜属)",NA,FALSE
1177,"Wood","木材(マツ属複維官束亜属",NA,FALSE
1178,"Wood","木材(マツ属複維束亜属)",NA,FALSE
1179,"Wood","木材(マツ属複維管束亜属)",NA,FALSE
1180,"Wood","木材(マツ複維管束亜属)",NA,FALSE
1181,"Wood","木材(マユミ)",NA,FALSE
1182,"Wood","木材(ミズキ)",NA,FALSE
1183,"Wood","木材(ミズキ属)",NA,FALSE
1184,"Wood","木材(ムクノキ)",NA,FALSE
1185,"Wood","木材(ムクロジ)",NA,FALSE
1186,"Wood","木材(ムラサキシキブ属)",NA,FALSE
1187,"Wood","木材(モクレン属)",NA,FALSE
1188,"Wood","木材(モミ)",NA,FALSE
1189,"Wood","木材(モミ属)",NA,FALSE
1190,"Wood","木材(ヤナギ)",NA,FALSE
