"Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
"Wood","木片(ヒノキ科アスナロ属)",NA,FALSE
"Wood","木片(フジ)",NA,FALSE
"Wood","木片(ブナ属)",NA,FALSE
"Wood","木片(ブナ科クリ属クリ)",NA,FALSE
"Wood","木片（ブナ科クリ属クリ）",NA,FALSE
"Wood","木片（ブナ科コナラ属アカガシ亜属）",NA,FALSE
"Wood","木片(ブナ科コナラ属コナラ亜属コナラ節)",NA,FALSE
"Wood","木片（ブナ科シイ属）",NA,FALSE
"Wood","木片(マツ属単維管属亜属)",NA,FALSE
"Wood","木片(マツ属複維管束亜属)",NA,FALSE
"Wood","木片（マツ科モミ属）",NA,FALSE
"Wood","木片（マンサク科イスノキ属イスノキ）",NA,FALSE
"Wood","木片(ムクノキ)",NA,FALSE
"Wood","木片(ムクロジ)",NA,FALSE
"Wood","木片(モミ属)",NA,FALSE
"Wood","木片(ヤナギ属)",NA,FALSE
"Wood","木片(ヤマグワ)",NA,FALSE
"Wood","木片(ヤマザクラ)",NA,FALSE
"Wood","木片(ユズリハ属)",NA,FALSE
"Wood","木片(枝)",NA,FALSE
"Wood","木片(柱根片)",NA,FALSE
"Wood","木片(根株:クスノキ)",NA,FALSE
"Wood","木片（樹皮）",NA,FALSE
"Wood","木片(針葉樹)",NA,FALSE
"Wood","木版",NA,FALSE
"Wood","木皮",NA,FALSE
"Wood","木胎",NA,FALSE
"Lacquer","木胎漆器",NA,FALSE
"Wood","木葉",NA,FALSE
"Wood","木製品",NA,FALSE
"Wood","木製品(容器未製品)",NA,FALSE
"Wood","木製品（木杭）（広葉樹）",NA,FALSE
"Wood","木製品（柱）",NA,FALSE
"Wood","木製品①",NA,FALSE
"Wood","木製遺物",NA,FALSE
"Wood","木質",NA,FALSE
"Seed","未炭化ナデシコ科・未炭化アカザ属",NA,FALSE
"Seed","未炭化ブドウ属種子",NA,FALSE
"Wood","未炭化植物片",NA,FALSE
"Wood","材",NA,FALSE
"Wood","材(アカガシ亜属)",NA,FALSE
"Wood","材(イヌガヤ)",NA,FALSE
"Wood","材(カラマツ)",NA,FALSE
"Wood","材(カラマツ／トウヒ)",NA,FALSE
"Wood","材(クマシデ属)",NA,FALSE
"Wood","材(クリ)",NA,FALSE
"Wood","材(クリ樹幹)",NA,FALSE
"Wood","材(ケンポナシ)",NA,FALSE
"Wood","材(コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Wood","材(コナラ属コナラ亜属コナラ節)",NA,FALSE
"Wood","材(コナラ節)",NA,FALSE
"Wood","材(スダジイ)",NA,FALSE
"Wood","材(ニレ属)",NA,FALSE
"Wood","材(ハリグワ)",NA,FALSE
"Wood","材(ハンノキ属ハンノキ亜属)",NA,FALSE
"Wood","材(ヒノキ属の一種)",NA,FALSE
"Wood","材(マツ属の一種)",NA,FALSE
"Wood","材(マツ属単維管束亜属)",NA,FALSE
"Wood","材(マツ科の一種)",NA,FALSE
"Wood","材(モミ属)",NA,FALSE
"Wood","材(ヤナギ属の一種)",NA,FALSE
"Wood","材(広葉樹　環孔材)",NA,FALSE
"Wood","材(散孔材･広葉樹)",NA,FALSE
"Wood","材(枝)",NA,FALSE
"Wood","材(環孔材)",NA,FALSE
"Wood","材化石",NA,FALSE
"Wood","材化石(キハダ)",NA,FALSE
"Wood","材化石(クリ)",NA,FALSE
"Wood","材化石(コナラ属コナラ亜属コナラ節)",NA,FALSE
"Wood","材化石(トネリコ属)",NA,FALSE
"Wood","材化石(マツ複維管束亜属)",NA,FALSE
"Wood","材密集部材",NA,FALSE
"Wood","材片",NA,FALSE
"Wood","材片(バラ属)",NA,FALSE
"Wood","材片(バラ科ナシ亜科)",NA,FALSE
"Wood","材片(ヒトツバタゴ)",NA,FALSE
"Wood","杭",NA,FALSE
"Wood","杭(クリ)",NA,FALSE
"Wood","杭(タケ亜科)",NA,FALSE
"Wood","杭(木材:クリ)",NA,FALSE
"Wood","杭(木材:コナラ属アカガシ亜属)",NA,FALSE
"Wood","杭材(イヌガヤ)",NA,FALSE
"Wood","杭材（クリ）",NA,FALSE
"Wood","杭材(コナラ属アカガシ亜属)",NA,FALSE
"Wood","杭材(スギ)",NA,FALSE
"Wood","杭材(ツブラジイ)",NA,FALSE
"Wood","杭材(マキ属)",NA,FALSE
"Wood","杭材(ムクノキ属:根材)",NA,FALSE
"Organic Residue from Pottery","東釧路Ⅱ式土器",NA,FALSE
"Wood","板材(ハンノキ亜属)",NA,FALSE
"Wood","板材⑱",NA,FALSE
"Wood","板状木製品",NA,FALSE
"Wood","板状製品",NA,FALSE
"Fish bone","板鰓類椎骨",NA,FALSE
"Seed","果実",NA,FALSE
"Seed","果実(イチイガシ）",NA,FALSE
"Seed","果実(ヒョウタン皮)",NA,FALSE
"Seed","果実片",NA,FALSE
"Seed","果皮",NA,FALSE
"Seed","果皮(ひょうたん）",NA,FALSE
"Wood","枝",NA,FALSE
"Wood","枝材片",NA,FALSE
"Wood","柱(カヤ)",NA,FALSE
"Wood","柱材",NA,FALSE
"Wood","柱根",NA,FALSE
"Wood","根",NA,FALSE
"Wood","植物",NA,FALSE
"Wood","植物(ヤダケ？)",NA,FALSE
"Wood","植物片",NA,TRUE
"Soil","植物片",NA,TRUE
"Wood","植物片(タケ亜科)",NA,FALSE
"Wood","植物片(トネリコ属)",NA,FALSE
"Wood","植物片(マダケ属？)",NA,FALSE
"Wood","植物片(ヨシ)",NA,FALSE
"Wood","植物片(単子葉類の茎)",NA,FALSE
"Wood","植物片(微小な草本質植物)",NA,FALSE
"Charred Remain","植物片(炭化物)",NA,FALSE
"Wood","植物片(茎または根)",NA,FALSE
"Wood","植物片(草本?)",NA,FALSE
"Wood","植物片(葉)",NA,FALSE
"Seed","植物種子(ヒシの実含む)",NA,FALSE
"Seed","植物種子(ミクリ属)",NA,FALSE
"Seed","植物種実",NA,FALSE
"Wood","植物素材束(ツヅラフジ)",NA,FALSE
"Wood","植物細片",NA,FALSE
"Wood","植物繊維",NA,FALSE
"Wood","植物繊維(コケ)",NA,FALSE
"Soil","植物質土壌",NA,FALSE
NA,"植物質遺物",NA,FALSE
"Wood","植物遺体",NA,TRUE
"Other Charred Remains","植物遺体",NA,TRUE
NA,"植物遺体",NA,TRUE
"Wood","植物遺体(1a層)",NA,FALSE
"Seed","植物遺体(イネ)",NA,TRUE
"Wood","植物遺体(イネ)",NA,TRUE
"Wood","植物遺体(イネ属)",NA,FALSE
"Wood","植物遺体(イネ科?)",NA,FALSE
"Wood","植物遺体(イネ科炭化稈)",NA,FALSE
"Wood","植物遺体(シュロ)",NA,FALSE
"Seed","植物遺体(ブナ殻斗)",NA,FALSE
"Wood","植物遺体(単子葉類の茎)",NA,FALSE
"Wood","植物遺体(木の芽)",NA,FALSE
"Wood","植物遺体(根)",NA,FALSE
"Other unknown samples","植物遺体(植物根？)",NA,FALSE
"Wood","植物遺体(炭化イネ科稈)",NA,FALSE
"Wood","植物遺体(草本)",NA,FALSE
"Wood","植物遺体(草本類)",NA,FALSE
"Wood","植物遺体(草本類茎)",NA,FALSE
"Wood","植物遺体(葉)",NA,FALSE
"Wood","植物遺体(虫えい)",NA,FALSE
"Seed","植物遺体（複数破片、炭化未炭化）",NA,FALSE
"Peat","植物遺体まじり砂",NA,FALSE
"Peat","植物遺体を含む粘土",NA,FALSE
"Peat","植物遺体含む粘土",NA,FALSE
"Peat","植物遺体混じり有機質土壌",NA,FALSE
"Wood","植物遺物",NA,FALSE
"Fish bone","椎骨(マグロ)",NA,FALSE
"Wood","構築材(ガマズミ属)",NA,FALSE
"Wood","構築材(クリ)",NA,FALSE
"Wood","構造部材(カヤ)",NA,FALSE
"Wood","樹木",NA,FALSE
"Wood","樹木(イスノキ)",NA,FALSE
"Wood","樹木(コナラ属コナラ節)",NA,FALSE
"Wood","樹木(シャシャンボ)",NA,FALSE
"Wood","樹木（生木樹皮の内側年輪）",NA,FALSE
"Wood","樹木の葉",NA,FALSE
"Wood","樹木片",NA,FALSE
"Wood","樹木片(コナラ属アカガシ亜属)",NA,FALSE
"Wood","樹木片(コナラ属コナラ節)",NA,FALSE
"Wood","樹木片(ヒイラギ)",NA,FALSE
"Wood","樹木片(ユクノキ)",NA,FALSE
"Wood","樹根",NA,FALSE
"Wood","樹皮",NA,FALSE
"Wood","樹皮（ほとんど未炭化）",NA,FALSE
"Wood","樹皮（一部未炭化）",NA,FALSE
"Wood","樹皮（内側）",NA,FALSE
"Human Bone","橈骨",NA,FALSE
"Human Bone","歯",NA,FALSE
"Animal Bone","歯（シカ）",NA,FALSE
"Human Bone","歯(ヒト臼歯)",NA,FALSE
"Seed","毬果",NA,FALSE
"Soil","泥流",NA,FALSE
"Peat","泥炭",NA,FALSE
"Peat","泥炭(木本質)",NA,FALSE
"Peat","泥炭(炭化材:コナラ属コナラ節)",NA,FALSE
"Peat","泥炭に含まれる植物片",NA,FALSE
"Peat","泥炭または泥炭質粘土",NA,FALSE
"Peat","泥炭中の未分解の植物体",NA,FALSE
"Peat","泥炭及び腐植質シルト",NA,FALSE
"Peat","泥炭質シルト",NA,TRUE
"Soil","泥炭質シルト",NA,TRUE
"Peat","泥炭質土",NA,FALSE
"Peat","泥炭質土壌",NA,FALSE
"Peat","泥炭質堆積物",NA,FALSE
"Peat","泥炭質粘土",NA,TRUE
"Soil","泥炭質粘土",NA,TRUE
"Wood","流木",NA,FALSE
"Wood","流木片",NA,FALSE
"Lacquer","漆",NA,FALSE
"Lacquer","漆,",NA,FALSE
"Lacquer","漆,アスファルト？,底部内面",NA,FALSE
"Lacquer","漆,口縁内",NA,FALSE
"Lacquer","漆,塗膜,胴内",NA,FALSE
"Lacquer","漆,塗膜,胴外",NA,FALSE
"Lacquer","漆,底部内面",NA,FALSE
"Lacquer","漆,漆？,胴内",NA,FALSE
"Lacquer","漆,漆？,胴内全",NA,FALSE
"Lacquer","漆,漆？,胴外",NA,FALSE
"Lacquer","漆,漆片,",NA,FALSE
"Lacquer","漆,漆片,胴内",NA,FALSE
"Lacquer","漆,漆片,胴外・胴内",NA,FALSE
"Lacquer","漆,漆膜,",NA,FALSE
"Lacquer","漆,漆膜,口縁内",NA,FALSE
"Lacquer","漆,漆膜,口縁外・口縁内",NA,FALSE
"Lacquer","漆,漆膜,底部内面",NA,FALSE
"Lacquer","漆,漆膜,胴内",NA,FALSE
"Lacquer","漆,漆膜,胴外",NA,FALSE
"Lacquer","漆,生漆,口縁内",NA,FALSE
"Lacquer","漆,生漆,底部内面",NA,FALSE
"Lacquer","漆,生漆,胴内",NA,FALSE
"Lacquer","漆,胴下部",NA,FALSE
"Lacquer","漆,胴内",NA,FALSE
"Lacquer","漆,胴内・胴外",NA,FALSE
"Lacquer","漆,胴内，底部内面",NA,FALSE
"Lacquer","漆,胴内下",NA,FALSE
"Lacquer","漆,赤漆,口縁外・内",NA,FALSE
"Lacquer","漆,黒漆？,口縁外",NA,FALSE
"Lacquer","漆(木胎部)",NA,FALSE
"Lacquer","漆の塊?",NA,FALSE
"Lacquer","漆丸盆塗膜片",NA,FALSE
"Wood","漆器(ブナ属)",NA,FALSE
"Lacquer","漆器の塗膜",NA,FALSE
"Lacquer","漆器塗膜",NA,FALSE
"Wood","漆器椀(ブナ属)",NA,FALSE
"Lacquer","漆器椀塗膜",NA,FALSE
"Lacquer","漆塊",NA,FALSE
"Lacquer","漆塗り土器の漆膜(赤褐色)",NA,FALSE
"Lacquer","漆塗椀片",NA,FALSE
"Lacquer","漆塗膜",NA,FALSE
"Lacquer","漆塗膜片",NA,FALSE
"Lacquer","漆塗膜片（No.6804小刀付着）",NA,FALSE
"Lacquer","漆椀",NA,FALSE
"Lacquer","漆椀塗膜片",NA,FALSE
"Lacquer","漆様炭化物(黒目うるし)",NA,FALSE
"Lacquer","漆樹液",NA,FALSE
"Lacquer","漆液",NA,FALSE
"Lacquer","漆漆？胴外",NA,FALSE
"Lacquer","漆皮膜",NA,FALSE
"Lacquer","漆紐",NA,FALSE
"Lacquer","漆紙",NA,FALSE
"Lacquer","漆紙文書",NA,FALSE
"Lacquer","漆紙様資料",NA,FALSE
"Lacquer","漆膜",NA,FALSE
"Lacquer","漆膜片",NA,FALSE
"Lacquer","漆膜片(漆)",NA,FALSE
"Other Charred Remains","灰状物質(稲藁由来の灰)",NA,FALSE
"Soil","灰色シルト",NA,FALSE
"Soil","灰色砂質シルト",NA,FALSE
"Soil","灰色粘土質シルト",NA,FALSE
"Soil","灰色腐植混じりシルト",NA,FALSE
"Soil","灰色腐植混じり粘土知るシルト",NA,FALSE
"Soil","灰褐色粘土質シルト",NA,FALSE
"Soil","炉址内採集土",NA,FALSE
"Charred Remain","炭",NA,TRUE
"Other Charred Remains","炭",NA,TRUE
"Charred Seed","炭",NA,TRUE
"Charred Remain","炭(№19)",NA,FALSE
"Charred Remain","炭(エノキ属)",NA,FALSE
"Charred Remain","炭(コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Charred Seed","炭化?種実(不明種実)",NA,FALSE
"Wood","炭化イネ",NA,TRUE
"Charred Seed","炭化イネ",NA,TRUE
"Charred Seed","炭化イネ胚乳",NA,FALSE
"Charred Seed","炭化オオムギ種子",NA,FALSE
"Charred Seed","炭化オニグルミ内果皮",NA,FALSE
"Seed","炭化クリ子葉",NA,TRUE
"Charred Seed","炭化クリ子葉",NA,TRUE
"Charred Seed","炭化クルミ",NA,FALSE
"Charred Seed","炭化クルミ属内果皮",NA,FALSE
"Charred Seed","炭化クルミ属内果皮片",NA,FALSE
"Charred Seed","炭化クルミ属堅果片",NA,FALSE
"Charred Remain","炭化クルミ材",NA,FALSE
"Charred Seed","炭化クルミ片",NA,FALSE
"Charred Seed","炭化コナラ属子葉",NA,FALSE
"Charred Seed","炭化コメ",NA,FALSE
"Charred Remain","炭化したスダレ状植物製品",NA,FALSE
"Charred Seed","炭化タデ科種子",NA,FALSE
"Charred Seed","炭化ヒエ",NA,FALSE
"Charred Seed","炭化ブドウ",NA,FALSE
"Charred Seed","炭化ブドウ属種子",NA,FALSE
"Charred Remain","炭化丸木材(クヌギ・コナラ)",NA,FALSE
"Charred Seed","炭化内果皮(オニグルミ)",NA,FALSE
"Charred Seed","炭化堅果",NA,FALSE
"Charred Seed","炭化堅果(コナラ属)",NA,FALSE
"Charred Seed","炭化堅果(トチノキ)",NA,FALSE
"Charred Seed","炭化子葉(イチイガシ)",NA,FALSE
"Charred Seed","炭化子葉(クヌギ近似類)",NA,FALSE
"Charred Seed","炭化子葉(コナラ属)",NA,FALSE
"Charred Remain","炭化小枝",NA,FALSE
"Charred Remain","炭化広葉樹樹皮",NA,FALSE
"Charred Remain","炭化建材？",NA,FALSE
"Charred Remain","炭化建材（消失材）",NA,FALSE
"Charred Remain","炭化木",NA,FALSE
"Charred Remain","炭化木(ブナ？)",NA,FALSE
"Charred Remain","炭化木(マツ)",NA,FALSE
"Charred Remain","炭化木片",NA,FALSE
"Charred Remain","炭化木片（カラマツ属）",NA,FALSE
"Charred Remain","炭化木片など",NA,FALSE
"Charred Remain","炭化木細粒",NA,FALSE
"Charred Remain","炭化材",NA,FALSE
"Charred Remain","炭化材
(カヤ
コナラ属アカガシ亜属　広葉樹(散孔材)　
広葉樹(樹皮))",NA,FALSE
"Charred Remain","炭化材
(コナラ属アカガシ亜属　シイノキ属　
広葉樹(散孔材))",NA,FALSE
"Charred Remain","炭化材 (コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Charred Remain","炭化材 (スギ)",NA,FALSE
"Charred Remain","炭化材 (ツブラジイ)",NA,FALSE
"Charred Remain","炭化材 (ミズキ)",NA,FALSE
"Charred Remain","炭化材　コナラ亜属コナラ節　エゴノキ属",NA,FALSE
"Charred Remain","炭化材　スノコ状？",NA,FALSE
"Charred Remain","炭化材　土器内面付着",NA,FALSE
"Charred Remain","炭化材　土留め板？",NA,FALSE
"Charred Remain","炭化材　樹皮",NA,FALSE
"Charred Seed","炭化材･ヒメグルミ核",NA,FALSE
"Charred Remain","炭化材,",NA,FALSE
"Charred Remain","炭化材,アカガシ亜種,",NA,FALSE
"Charred Remain","炭化材,カエデ属,",NA,FALSE
"Charred Remain","炭化材,クヌギ属?,",NA,FALSE
"Charred Remain","炭化材,クヌギ節,",NA,FALSE
"Charred Remain","炭化材,クリ,",NA,FALSE
"Charred Remain","炭化材,クリ,11年目",NA,FALSE
"Charred Remain","炭化材,クリ,21年目",NA,FALSE
"Charred Remain","炭化材,クリ,31年目",NA,FALSE
"Charred Remain","炭化材,クリ,最外",NA,FALSE
"Charred Remain","炭化材,クリ?
,部位不明
",NA,FALSE
"Charred Remain","炭化材,クリ?,",NA,FALSE
"Charred Remain","炭化材,コナラ属,",NA,FALSE
"Charred Remain","炭化材,コナラ属コナラ亜属コナラ節,",NA,FALSE
"Charred Remain","炭化材,タケ亜科,",NA,FALSE
"Charred Remain","炭化材,ブドウ科,",NA,FALSE
"Charred Remain","炭化材,ブナ科コナラ属,",NA,FALSE
"Charred Remain","炭化材,モミ属,",NA,FALSE
"Charred Remain","炭化材,不明",NA,FALSE
"Charred Remain","炭化材,最外1年輪",NA,FALSE
"Charred Remain","炭化材,最外縁",NA,FALSE
"Charred Remain","炭化材,外から10年輪",NA,FALSE
"Charred Remain","炭化材,外から11年目",NA,FALSE
"Charred Remain","炭化材,外から1年目",NA,FALSE
"Charred Remain","炭化材,外から20年輪",NA,FALSE
"Charred Remain","炭化材,外から21年目",NA,FALSE
"Charred Remain","炭化材,外から21年輪",NA,FALSE
"Charred Remain","炭化材,外から31年目",NA,FALSE
"Charred Remain","炭化材,外から31年輪",NA,FALSE
"Charred Remain","炭化材,外から35年目",NA,FALSE
"Charred Remain","炭化材,外側",NA,FALSE
"Charred Remain","炭化材,広葉樹,",NA,FALSE
"Charred Remain","炭化材,木炭,",NA,FALSE
"Charred Remain","炭化材,樹幹材,",NA,FALSE
"Charred Remain","炭化材,炭,",NA,FALSE
"Charred Remain","炭化材,炭化物,",NA,FALSE
"Charred Remain","炭化材,炭化物,土壌中",NA,FALSE
"Charred Remain","炭化材,炭化物,樹幹",NA,FALSE
"Charred Remain","炭化材,網代状繊維,",NA,FALSE
"Charred Remain","炭化材,針葉樹,",NA,FALSE
"Charred Remain","炭化材?",NA,FALSE
"Charred Remain","炭化材？",NA,FALSE
"Charred Remain","炭化材？(コナラ属クヌギ節)",NA,FALSE
"Charred Remain","炭化材？(マツ属複維管束亜属)",NA,FALSE
"Charred Remain","炭化材(1-5y)",NA,FALSE
"Charred Remain","炭化材(11-15y)",NA,FALSE
"Charred Remain","炭化材(12年輪･ツツジ科)",NA,FALSE
"Charred Remain","炭化材(16-20y)",NA,FALSE
"Charred Remain","炭化材(2〜3年輪分)",NA,FALSE
"Charred Remain","炭化材(21-25y)",NA,FALSE
"Charred Remain","炭化材(26-30?y)",NA,FALSE
"Charred Remain","炭化材(2年輪？:アカガシ亜属)",NA,FALSE
"Charred Remain","炭化材(2片分割)",NA,FALSE
"Charred Remain","炭化材(3年輪:針葉樹A)",NA,FALSE
"Charred Remain","炭化材(3年輪)",NA,FALSE
"Charred Remain","炭化材(4分の1割材･オオバギ近似種)",NA,FALSE
"Charred Remain","炭化材(6-10y)",NA,FALSE
"Charred Remain","炭化材(6年輪:マツ属)",NA,FALSE
"Charred Remain","炭化材(アオキ)",NA,FALSE
"Charred Remain","炭化材(アカガシ亜属，より外側〜5年輪分)",NA,FALSE
"Charred Remain","炭化材(アカガシ亜属、シキミ)",NA,FALSE
"Charred Remain","炭化材(アカガシ亜属)",NA,FALSE
"Charred Remain","炭化材（アカガシ亜属）",NA,FALSE
"Charred Remain","炭化材(アカガシ亜属またはクヌギ節)",NA,FALSE
"Charred Remain","炭化材(アカマツ)",NA,FALSE
"Charred Remain","炭化材(アカメガシワ)",NA,FALSE
"Charred Remain","炭化材(アサダ、コナラ節、ケヤキ、カエデ属)",NA,FALSE
"Charred Remain","炭化材(アサダ、ブナ属、モクレン属、トチノキ)",NA,FALSE
"Charred Remain","炭化材(アサダ)",NA,FALSE
"Charred Remain","炭化材(アジサイ属)",NA,FALSE
"Charred Remain","炭化材(アスナロ，コナラ属コナラ節)",NA,FALSE
"Charred Remain","炭化材(アスナロ)",NA,FALSE
"Charred Remain","炭化材(アスナロ属)",NA,FALSE
"Charred Remain","炭化材(アマネザサ等)",NA,FALSE
"Charred Remain","炭化材(アワブキ､アワブキ科)",NA,FALSE
"Charred Remain","炭化材(アワブキ)",NA,FALSE
"Charred Remain","炭化材(アワブキ属)",NA,FALSE
"Charred Remain","炭化材(アワブキ属アカガシ亜属)",NA,FALSE
"Charred Remain","炭化材(アワブキ科アワブキ属)",NA,FALSE
"Charred Remain","炭化材(イイギリ)",NA,FALSE
"Charred Remain","炭化材(イスノキ)",NA,FALSE
"Charred Remain","炭化材(イスノキ近似種)",NA,FALSE
"Charred Remain","炭化材(イチイガシ)",NA,FALSE
"Charred Remain","炭化材(イヌエンジュ)",NA,FALSE
"Charred Remain","炭化材(イヌガヤ･スダジイ)",NA,FALSE
"Charred Remain","炭化材(イヌガヤ)",NA,FALSE
"Charred Remain","炭化材(イヌザンショウ)",NA,FALSE
"Charred Remain","炭化材(イヌシデ節)",NA,FALSE
"Charred Remain","炭化材(イネ科)",NA,FALSE
"Charred Remain","炭化材(イネ科タケ亜科)",NA,FALSE
"Charred Remain","炭化材（イネ科タケ亜科）",NA,FALSE
"Charred Remain","炭化材(イネ科タケ亜科)、炭化種実(不明種実)",NA,FALSE
"Charred Remain","炭化材(イネ科タケ亜科の一種)",NA,FALSE
